ID,labels,split
01417060.jpg,LY,phase2_train
01417061.jpg,LY,phase2_train
01417062.jpg,LY,phase2_train
01417063.jpg,LY,phase2_train
01417064.jpg,LY,phase2_train
01417065.jpg,LY,phase2_train
01417066.jpg,LY,phase2_train
01417067.jpg,LY,phase2_train
01417068.jpg,LY,phase2_train
01417069.jpg,LY,phase2_train
01417070.jpg,LY,phase2_train
01417071.jpg,LY,phase2_train
01417072.jpg,LY,phase2_train
01417073.jpg,LY,phase2_train
01417074.jpg,LY,phase2_train
01417075.jpg,LY,phase2_train
01417076.jpg,LY,phase2_train
01417077.jpg,LY,phase2_train
01417078.jpg,LY,phase2_train
01417079.jpg,LY,phase2_train
01417080.jpg,LY,phase2_train
01417081.jpg,LY,phase2_train
01417082.jpg,LY,phase2_train
01417083.jpg,LY,phase2_train
01417084.jpg,LY,phase2_train
01417085.jpg,LY,phase2_train
01417086.jpg,LY,phase2_train
01417087.jpg,LY,phase2_train
01417088.jpg,LY,phase2_train
01417089.jpg,LY,phase2_train
01417090.jpg,LY,phase2_train
01417091.jpg,LY,phase2_train
01417092.jpg,MO,phase2_train
01417093.jpg,MO,phase2_train
01417094.jpg,MO,phase2_train
01417095.jpg,MO,phase2_train
01417096.jpg,MO,phase2_train
01417097.jpg,MO,phase2_train
01417098.jpg,SNE,phase2_train
01417099.jpg,SNE,phase2_train
01417100.jpg,SNE,phase2_train
01417101.jpg,SNE,phase2_train
01417102.jpg,SNE,phase2_train
01417103.jpg,SNE,phase2_train
01417104.jpg,SNE,phase2_train
01417105.jpg,SNE,phase2_train
01417106.jpg,SNE,phase2_train
01417107.jpg,SNE,phase2_train
01417108.jpg,SNE,phase2_train
01417109.jpg,SNE,phase2_train
01417110.jpg,SNE,phase2_train
01417111.jpg,SNE,phase2_train
01417112.jpg,SNE,phase2_train
01417113.jpg,SNE,phase2_train
01417114.jpg,SNE,phase2_train
01417115.jpg,SNE,phase2_train
01417116.jpg,SNE,phase2_train
01417117.jpg,SNE,phase2_train
01417118.jpg,LY,phase2_train
01417119.jpg,LY,phase2_train
01417120.jpg,LY,phase2_train
01417121.jpg,LY,phase2_train
01417122.jpg,MO,phase2_train
01417123.jpg,LY,phase2_train
01417124.jpg,MO,phase2_train
01417125.jpg,LY,phase2_train
01417126.jpg,LY,phase2_train
01417127.jpg,LY,phase2_train
01417128.jpg,LY,phase2_train
01417129.jpg,LY,phase2_train
01417130.jpg,LY,phase2_train
01417131.jpg,MO,phase2_train
01417132.jpg,LY,phase2_train
01417133.jpg,LY,phase2_train
01417134.jpg,LY,phase2_train
01417135.jpg,MO,phase2_train
01417136.jpg,LY,phase2_train
01417137.jpg,LY,phase2_train
01417138.jpg,LY,phase2_train
01417139.jpg,LY,phase2_train
01417140.jpg,LY,phase2_train
01417141.jpg,LY,phase2_train
01417142.jpg,LY,phase2_train
01417143.jpg,LY,phase2_train
01417144.jpg,LY,phase2_train
01417145.jpg,LY,phase2_train
01417146.jpg,LY,phase2_train
01417147.jpg,LY,phase2_train
01417148.jpg,LY,phase2_train
01417149.jpg,LY,phase2_train
01417150.jpg,LY,phase2_train
01417151.jpg,MO,phase2_train
01417152.jpg,MO,phase2_train
01417153.jpg,MO,phase2_train
01417154.jpg,MO,phase2_train
01417155.jpg,MO,phase2_train
01417156.jpg,MO,phase2_train
01417157.jpg,MO,phase2_train
01417158.jpg,SNE,phase2_train
01417159.jpg,SNE,phase2_train
01417160.jpg,SNE,phase2_train
01417161.jpg,SNE,phase2_train
01417162.jpg,SNE,phase2_train
01417163.jpg,SNE,phase2_train
01417164.jpg,SNE,phase2_train
01417165.jpg,SNE,phase2_train
01417166.jpg,SNE,phase2_train
01417167.jpg,SNE,phase2_train
01417168.jpg,SNE,phase2_train
01417169.jpg,SNE,phase2_train
01417170.jpg,SNE,phase2_train
01417171.jpg,SNE,phase2_train
01417172.jpg,SNE,phase2_train
01417173.jpg,SNE,phase2_train
01417174.jpg,SNE,phase2_train
01417175.jpg,SNE,phase2_train
01417176.jpg,SNE,phase2_train
01417177.jpg,SNE,phase2_train
01417178.jpg,SNE,phase2_train
01417179.jpg,SNE,phase2_train
01417180.jpg,SNE,phase2_train
01417181.jpg,SNE,phase2_train
01417182.jpg,SNE,phase2_train
01417183.jpg,SNE,phase2_train
01417184.jpg,SNE,phase2_train
01417185.jpg,SNE,phase2_train
01417186.jpg,SNE,phase2_train
01417187.jpg,SNE,phase2_train
01417188.jpg,SNE,phase2_train
01417189.jpg,SNE,phase2_train
01417190.jpg,SNE,phase2_train
01417191.jpg,SNE,phase2_train
01417192.jpg,SNE,phase2_train
01417193.jpg,SNE,phase2_train
01417194.jpg,SNE,phase2_train
01417195.jpg,SNE,phase2_train
01417196.jpg,SNE,phase2_train
01417197.jpg,SNE,phase2_train
01417198.jpg,SNE,phase2_train
01417199.jpg,SNE,phase2_train
01417200.jpg,SNE,phase2_train
01417201.jpg,SNE,phase2_train
01417202.jpg,SNE,phase2_train
01417203.jpg,SNE,phase2_train
01417204.jpg,SNE,phase2_train
01417205.jpg,SNE,phase2_train
01417206.jpg,SNE,phase2_train
01417207.jpg,SNE,phase2_train
01417208.jpg,SNE,phase2_train
01417209.jpg,SNE,phase2_train
01417210.jpg,SNE,phase2_train
01417211.jpg,SNE,phase2_train
01417212.jpg,SNE,phase2_train
01417213.jpg,SNE,phase2_train
01417214.jpg,SNE,phase2_train
01417215.jpg,SNE,phase2_train
01417216.jpg,SNE,phase2_train
01417217.jpg,SNE,phase2_train
01417218.jpg,SNE,phase2_train
01417219.jpg,SNE,phase2_train
01417220.jpg,SNE,phase2_train
01417221.jpg,SNE,phase2_train
01417222.jpg,SNE,phase2_train
01417223.jpg,SNE,phase2_train
01417224.jpg,VLY,phase2_train
01417225.jpg,VLY,phase2_train
01417226.jpg,VLY,phase2_train
01417227.jpg,LY,phase2_train
01417228.jpg,LY,phase2_train
01417229.jpg,LY,phase2_train
01417230.jpg,LY,phase2_train
01417231.jpg,LY,phase2_train
01417232.jpg,LY,phase2_train
01417233.jpg,LY,phase2_train
01417234.jpg,LY,phase2_train
01417235.jpg,LY,phase2_train
01417236.jpg,LY,phase2_train
01417237.jpg,LY,phase2_train
01417238.jpg,MMY,phase2_train
01417239.jpg,PMY,phase2_train
01417240.jpg,PMY,phase2_train
01417241.jpg,SNE,phase2_train
01417242.jpg,SNE,phase2_train
01417243.jpg,SNE,phase2_train
01417244.jpg,SNE,phase2_train
01417245.jpg,SNE,phase2_train
01417246.jpg,SNE,phase2_train
01417247.jpg,SNE,phase2_train
01417248.jpg,SNE,phase2_train
01417249.jpg,SNE,phase2_train
01417250.jpg,SNE,phase2_train
01417251.jpg,SNE,phase2_train
01417252.jpg,SNE,phase2_train
01417253.jpg,SNE,phase2_train
01417254.jpg,SNE,phase2_train
01417255.jpg,SNE,phase2_train
01417256.jpg,SNE,phase2_train
01417257.jpg,SNE,phase2_train
01417258.jpg,SNE,phase2_train
01417259.jpg,SNE,phase2_train
01417260.jpg,SNE,phase2_train
01417261.jpg,SNE,phase2_train
01417262.jpg,SNE,phase2_train
01417263.jpg,SNE,phase2_train
01417264.jpg,SNE,phase2_train
01417265.jpg,SNE,phase2_train
01417266.jpg,SNE,phase2_train
01417267.jpg,SNE,phase2_train
01417268.jpg,SNE,phase2_train
01417269.jpg,SNE,phase2_train
01417270.jpg,SNE,phase2_train
01417271.jpg,SNE,phase2_train
01417272.jpg,SNE,phase2_train
01417273.jpg,SNE,phase2_train
01417274.jpg,SNE,phase2_train
01417275.jpg,SNE,phase2_train
01417276.jpg,SNE,phase2_train
01417277.jpg,BNE,phase2_train
01417278.jpg,SNE,phase2_train
01417279.jpg,SNE,phase2_train
01417280.jpg,SNE,phase2_train
01417281.jpg,SNE,phase2_train
01417282.jpg,SNE,phase2_train
01417283.jpg,SNE,phase2_train
01417284.jpg,SNE,phase2_train
01417285.jpg,SNE,phase2_train
01417286.jpg,SNE,phase2_train
01417287.jpg,SNE,phase2_train
01417288.jpg,SNE,phase2_train
01417289.jpg,SNE,phase2_train
01417290.jpg,SNE,phase2_train
01417291.jpg,SNE,phase2_train
01417292.jpg,SNE,phase2_train
01417293.jpg,SNE,phase2_train
01417294.jpg,SNE,phase2_train
01417295.jpg,SNE,phase2_train
01417296.jpg,SNE,phase2_train
01417297.jpg,SNE,phase2_train
01417298.jpg,SNE,phase2_train
01417299.jpg,SNE,phase2_train
01417300.jpg,SNE,phase2_train
01417301.jpg,SNE,phase2_train
01417302.jpg,SNE,phase2_train
01417303.jpg,SNE,phase2_train
01417304.jpg,SNE,phase2_train
01417305.jpg,SNE,phase2_train
01417306.jpg,SNE,phase2_train
01417307.jpg,SNE,phase2_train
01417308.jpg,SNE,phase2_train
01417309.jpg,SNE,phase2_train
01417310.jpg,SNE,phase2_train
01417311.jpg,SNE,phase2_train
01417312.jpg,SNE,phase2_train
01417313.jpg,SNE,phase2_train
01417314.jpg,SNE,phase2_train
01417315.jpg,SNE,phase2_train
01417316.jpg,SNE,phase2_train
01417317.jpg,SNE,phase2_train
01417318.jpg,SNE,phase2_train
01417319.jpg,SNE,phase2_train
01417320.jpg,SNE,phase2_train
01417321.jpg,SNE,phase2_train
01417322.jpg,SNE,phase2_train
01417323.jpg,SNE,phase2_train
01417324.jpg,SNE,phase2_train
01417325.jpg,SNE,phase2_train
01417326.jpg,VLY,phase2_train
01417327.jpg,LY,phase2_train
01417328.jpg,MO,phase2_train
01417329.jpg,MO,phase2_train
01417330.jpg,MO,phase2_train
01417331.jpg,MO,phase2_train
01417332.jpg,MO,phase2_train
01417333.jpg,MO,phase2_train
01417334.jpg,MO,phase2_train
01417335.jpg,MO,phase2_train
01417336.jpg,MO,phase2_train
01417337.jpg,MO,phase2_train
01417338.jpg,MO,phase2_train
01417339.jpg,MO,phase2_train
01417340.jpg,MO,phase2_train
01417341.jpg,MO,phase2_train
01417342.jpg,MO,phase2_train
01417343.jpg,MO,phase2_train
01417344.jpg,MO,phase2_train
01417345.jpg,MO,phase2_train
01417346.jpg,MO,phase2_train
01417347.jpg,SNE,phase2_train
01417348.jpg,SNE,phase2_train
01417349.jpg,SNE,phase2_train
01417350.jpg,SNE,phase2_train
01417351.jpg,SNE,phase2_train
01417352.jpg,SNE,phase2_train
01417353.jpg,SNE,phase2_train
01417354.jpg,SNE,phase2_train
01417355.jpg,SNE,phase2_train
01417356.jpg,SNE,phase2_train
01417357.jpg,SNE,phase2_train
01417358.jpg,SNE,phase2_train
01417359.jpg,SNE,phase2_train
01417360.jpg,SNE,phase2_train
01417361.jpg,SNE,phase2_train
01417362.jpg,SNE,phase2_train
01417363.jpg,SNE,phase2_train
01417364.jpg,SNE,phase2_train
01417365.jpg,SNE,phase2_train
01417366.jpg,SNE,phase2_train
01417367.jpg,SNE,phase2_train
01417368.jpg,SNE,phase2_train
01417369.jpg,SNE,phase2_train
01417370.jpg,SNE,phase2_train
01417371.jpg,SNE,phase2_train
01417372.jpg,SNE,phase2_train
01417373.jpg,SNE,phase2_train
01417374.jpg,SNE,phase2_train
01417375.jpg,SNE,phase2_train
01417376.jpg,SNE,phase2_train
01417377.jpg,SNE,phase2_train
01417378.jpg,SNE,phase2_train
01417379.jpg,SNE,phase2_train
01417380.jpg,SNE,phase2_train
01417381.jpg,SNE,phase2_train
01417382.jpg,SNE,phase2_train
01417383.jpg,SNE,phase2_train
01417384.jpg,SNE,phase2_train
01417385.jpg,SNE,phase2_train
01417386.jpg,SNE,phase2_train
01417387.jpg,SNE,phase2_train
01417388.jpg,SNE,phase2_train
01417389.jpg,SNE,phase2_train
01417390.jpg,SNE,phase2_train
01417391.jpg,SNE,phase2_train
01417392.jpg,SNE,phase2_train
01417393.jpg,MO,phase2_train
01417394.jpg,SNE,phase2_train
01417395.jpg,SNE,phase2_train
01417396.jpg,SNE,phase2_train
01417397.jpg,SNE,phase2_train
01417398.jpg,SNE,phase2_train
01417399.jpg,SNE,phase2_train
01417400.jpg,SNE,phase2_train
01417401.jpg,SNE,phase2_train
01417402.jpg,SNE,phase2_train
01417403.jpg,SNE,phase2_train
01417404.jpg,SNE,phase2_train
01417405.jpg,SNE,phase2_train
01417406.jpg,MO,phase2_train
01417407.jpg,SNE,phase2_train
01417408.jpg,SNE,phase2_train
01417409.jpg,SNE,phase2_train
01417410.jpg,SNE,phase2_train
01417411.jpg,SNE,phase2_train
01417412.jpg,SNE,phase2_train
01417413.jpg,SNE,phase2_train
01417414.jpg,SNE,phase2_train
01417415.jpg,SNE,phase2_train
01417416.jpg,SNE,phase2_train
01417417.jpg,SNE,phase2_train
01417418.jpg,SNE,phase2_train
01417419.jpg,SNE,phase2_train
01417420.jpg,SNE,phase2_train
01417421.jpg,SNE,phase2_train
01417422.jpg,SNE,phase2_train
01417423.jpg,SNE,phase2_train
01417424.jpg,SNE,phase2_train
01417425.jpg,SNE,phase2_train
01417426.jpg,SNE,phase2_train
01417427.jpg,SNE,phase2_train
01417428.jpg,SNE,phase2_train
01417429.jpg,SNE,phase2_train
01417430.jpg,SNE,phase2_train
01417431.jpg,SNE,phase2_train
01417432.jpg,SNE,phase2_train
01417433.jpg,SNE,phase2_train
01417434.jpg,SNE,phase2_train
01417435.jpg,VLY,phase2_train
01417436.jpg,MY,phase2_train
01417437.jpg,LY,phase2_train
01417438.jpg,LY,phase2_train
01417439.jpg,LY,phase2_train
01417440.jpg,LY,phase2_train
01417441.jpg,LY,phase2_train
01417442.jpg,LY,phase2_train
01417443.jpg,LY,phase2_train
01417444.jpg,LY,phase2_train
01417445.jpg,LY,phase2_train
01417446.jpg,LY,phase2_train
01417447.jpg,LY,phase2_train
01417448.jpg,LY,phase2_train
01417449.jpg,LY,phase2_train
01417450.jpg,LY,phase2_train
01417451.jpg,LY,phase2_train
01417452.jpg,LY,phase2_train
01417453.jpg,LY,phase2_train
01417454.jpg,LY,phase2_train
01417455.jpg,LY,phase2_train
01417456.jpg,LY,phase2_train
01417457.jpg,LY,phase2_train
01417458.jpg,LY,phase2_train
01417459.jpg,LY,phase2_train
01417460.jpg,LY,phase2_train
01417461.jpg,LY,phase2_train
01417462.jpg,LY,phase2_train
01417463.jpg,LY,phase2_train
01417464.jpg,LY,phase2_train
01417465.jpg,LY,phase2_train
01417466.jpg,LY,phase2_train
01417467.jpg,LY,phase2_train
01417468.jpg,LY,phase2_train
01417469.jpg,LY,phase2_train
01417470.jpg,LY,phase2_train
01417471.jpg,LY,phase2_train
01417472.jpg,LY,phase2_train
01417473.jpg,LY,phase2_train
01417474.jpg,LY,phase2_train
01417475.jpg,LY,phase2_train
01417476.jpg,LY,phase2_train
01417477.jpg,LY,phase2_train
01417478.jpg,LY,phase2_train
01417479.jpg,LY,phase2_train
01417480.jpg,MO,phase2_train
01417481.jpg,MO,phase2_train
01417482.jpg,MO,phase2_train
01417483.jpg,MO,phase2_train
01417484.jpg,MO,phase2_train
01417485.jpg,MO,phase2_train
01417486.jpg,MO,phase2_train
01417487.jpg,MO,phase2_train
01417488.jpg,MO,phase2_train
01417489.jpg,MO,phase2_train
01417490.jpg,MO,phase2_train
01417491.jpg,MO,phase2_train
01417492.jpg,MO,phase2_train
01417493.jpg,MO,phase2_train
01417494.jpg,MO,phase2_train
01417495.jpg,MO,phase2_train
01417496.jpg,PMY,phase2_train
01417497.jpg,SNE,phase2_train
01417498.jpg,SNE,phase2_train
01417499.jpg,SNE,phase2_train
01417500.jpg,SNE,phase2_train
01417501.jpg,SNE,phase2_train
01417502.jpg,SNE,phase2_train
01417503.jpg,SNE,phase2_train
01417504.jpg,SNE,phase2_train
01417505.jpg,SNE,phase2_train
01417506.jpg,SNE,phase2_train
01417507.jpg,SNE,phase2_train
01417508.jpg,SNE,phase2_train
01417509.jpg,SNE,phase2_train
01417510.jpg,SNE,phase2_train
01417511.jpg,SNE,phase2_train
01417512.jpg,SNE,phase2_train
01417513.jpg,SNE,phase2_train
01417514.jpg,SNE,phase2_train
01417515.jpg,SNE,phase2_train
01417516.jpg,SNE,phase2_train
01417517.jpg,SNE,phase2_train
01417518.jpg,SNE,phase2_train
01417519.jpg,SNE,phase2_train
01417520.jpg,SNE,phase2_train
01417521.jpg,SNE,phase2_train
01417522.jpg,SNE,phase2_train
01417523.jpg,SNE,phase2_train
01417524.jpg,SNE,phase2_train
01417525.jpg,SNE,phase2_train
01417526.jpg,SNE,phase2_train
01417527.jpg,SNE,phase2_train
01417528.jpg,SNE,phase2_train
01417529.jpg,SNE,phase2_train
01417530.jpg,SNE,phase2_train
01417531.jpg,SNE,phase2_train
01417532.jpg,SNE,phase2_train
01417533.jpg,SNE,phase2_train
01417534.jpg,SNE,phase2_train
01417535.jpg,SNE,phase2_train
01417536.jpg,SNE,phase2_train
01417537.jpg,SNE,phase2_train
01417538.jpg,SNE,phase2_train
01417539.jpg,SNE,phase2_train
01417540.jpg,SNE,phase2_train
01417541.jpg,SNE,phase2_train
01417542.jpg,SNE,phase2_train
01417543.jpg,SNE,phase2_train
01417544.jpg,SNE,phase2_train
01417545.jpg,SNE,phase2_train
01417546.jpg,VLY,phase2_train
01417547.jpg,BA,phase2_train
01417548.jpg,BA,phase2_train
01417549.jpg,EO,phase2_train
01417550.jpg,EO,phase2_train
01417551.jpg,EO,phase2_train
01417552.jpg,EO,phase2_train
01417553.jpg,EO,phase2_train
01417554.jpg,EO,phase2_train
01417555.jpg,EO,phase2_train
01417556.jpg,EO,phase2_train
01417557.jpg,EO,phase2_train
01417558.jpg,EO,phase2_train
01417559.jpg,EO,phase2_train
01417560.jpg,EO,phase2_train
01417561.jpg,EO,phase2_train
